2.636952542073835559e+00 3.960332226104828351e-02
2.637434966132520930e+00 3.971150970378566070e-02
2.636793573615772157e+00 3.978332142258628190e-02
2.636553325963665984e+00 3.995187098009949506e-02
2.637017333343483649e+00 3.983522950678555774e-02
2.637836428296910896e+00 3.976075146015069228e-02
2.638067700189625331e+00 3.992536815857630761e-02
2.637768302221504602e+00 4.018489552409028331e-02
2.637798842879392147e+00 4.033943464135335277e-02
2.637305405332448505e+00 4.012897753310290527e-02
2.637185764142847777e+00 4.016991040411187902e-02
2.637055350422944144e+00 4.032661343899729411e-02
2.637723482338937497e+00 4.073137059770021856e-02
nan nan
2.634149537300944921e+00 3.966568380125360532e-02
2.634237354235612560e+00 3.994378319667932220e-02
nan nan
2.633521305012565428e+00 3.959797733465741931e-02
2.633753436923174096e+00 3.965126666099094005e-02
2.633642550898378065e+00 3.972126007979681628e-02
2.633295961035250876e+00 3.967881527968596805e-02
2.633413112435822878e+00 3.975628693008485121e-02
2.633279580533038899e+00 3.971221526169081001e-02
2.633496469693571651e+00 3.993883418647307948e-02
2.633801969807220367e+00 3.986162169696789992e-02
2.633747418988902300e+00 3.986464046324705163e-02
2.634013032774876972e+00 4.002663372134503822e-02
2.632280152716867772e+00 3.967911729213849381e-02
2.632930066191339513e+00 3.964895402222217563e-02
2.633034357693841976e+00 3.970863623689058902e-02
2.632417061482386078e+00 3.973885426637274731e-02
2.632622108141204453e+00 3.980663919055509037e-02
2.632583879094835488e+00 3.987223942130574406e-02
2.631937205473099617e+00 3.968597892211983558e-02
2.632206934092983008e+00 4.001546141928860600e-02
2.632167437604294502e+00 4.003809522607672949e-02
2.633546645441950496e+00 4.022683546474524474e-02
nan nan
2.632870287152019984e+00 4.029449378309737234e-02
2.632432148798875104e+00 4.038589930121144755e-02
2.632437510311726125e+00 4.038471791678519690e-02
2.632664031645620462e+00 4.044290319588374205e-02
2.633115887411807243e+00 4.047623830390879168e-02
2.633343102110309086e+00 4.075362436177474429e-02
2.633137538767305497e+00 4.088070703431485181e-02
nan nan
2.632663245861697643e+00 4.074860809020059565e-02
2.632893554996753593e+00 4.105145027722793133e-02
2.635424051925392863e+00 3.965874759395943139e-02
2.635752366676438641e+00 3.965357756304822845e-02
2.634998809975948042e+00 3.963731725802023542e-02
2.634903654189450606e+00 3.975133925964792481e-02
2.634660565909738850e+00 3.973583451384078702e-02
2.635046294812031231e+00 3.997928774716874578e-02
2.635237008765898281e+00 3.991132695013888815e-02
nan nan
nan nan
2.635360290765160762e+00 4.004467219109576065e-02
2.635454523378374603e+00 4.012068044853745602e-02
nan nan
nan nan
nan nan
nan nan
2.636070617694455276e+00 4.020341401786771407e-02
2.636673548287310709e+00 4.038488893213035280e-02
2.636220860225880980e+00 4.032068221043116213e-02
2.636212657024832762e+00 4.031679019595087871e-02
2.636431809748399413e+00 4.049352107300222686e-02
2.635838152462481876e+00 4.016852412209169498e-02
2.634445048944413337e+00 4.001556739859524203e-02
2.634461327263756480e+00 4.024375248848504477e-02
2.634707384853065548e+00 4.018317266668361420e-02
2.634615727635144289e+00 4.019142393443897454e-02
2.635180312463596852e+00 4.031824414401716239e-02
2.634310179498623228e+00 4.059946953817003545e-02
2.634156804074233360e+00 4.054000884083905354e-02
nan nan
nan nan
2.634749997217765927e+00 4.066656235970080024e-02
2.634822144558081725e+00 4.069699926221942432e-02
2.634545849562552444e+00 4.068836763362866649e-02
2.635368341846795914e+00 4.039331028502405468e-02
2.635200046411169339e+00 4.065707359845519009e-02
2.635072514716894965e+00 4.076657289243756227e-02
2.635889289699937077e+00 4.084913920024809547e-02
nan nan
2.634984384327231144e+00 4.094283760431016717e-02
2.635007294049212856e+00 4.095332698280865213e-02
2.635218670572813338e+00 4.121552753219560189e-02
nan nan
2.635369294454767530e+00 4.109238479334327565e-02
2.635388673541737337e+00 4.160670550093688302e-02
2.636961935677658353e+00 4.073576353564251767e-02
nan nan
2.636806260582750472e+00 4.081473126751195002e-02
2.637355534688464509e+00 4.078643877358533593e-02
2.637343323361087233e+00 4.099601202877967143e-02
2.637143178907458640e+00 4.094161274904423165e-02
nan nan
nan nan
nan nan
2.636457672140770647e+00 4.109715530162135616e-02
2.636783956022732411e+00 4.135906554455872491e-02
2.636916936677997203e+00 4.160776641596665437e-02
2.637676851320360782e+00 4.120240989994227582e-02
2.637560641932091610e+00 4.131001737284034636e-02
2.637360604306171474e+00 4.131216939989161563e-02
2.637278935729834739e+00 4.140083795060889305e-02
2.637306029710687394e+00 4.154242749371821891e-02
