time flux error quarter
539.4710179205795 5221.16455078125 4.891251087188721 6.0
539.4914521464307 5216.07958984375 4.892819404602051 6.0
539.5118864718097 5225.43359375 4.891888618469238 6.0
539.5323205971945 5233.111328125 4.892074108123779 6.0
539.5527548221144 5221.17333984375 4.891964435577393 6.0
539.573189147035 5220.09521484375 4.891523361206055 6.0
539.5936232714812 5222.14208984375 4.893854141235352 6.0
539.6140574957026 5224.57958984375 4.893648147583008 6.0
539.6344918194518 5223.78564453125 4.894421100616455 6.0
539.6549259432068 5231.61669921875 4.894259929656982 6.0
539.6753601664968 5220.6865234375 4.893633842468262 6.0
539.6957944897877 5221.1767578125 4.893622875213623 6.0
539.7162287126048 5223.71240234375 4.8946852684021 6.0
539.7366628351956 5220.2041015625 4.894609451293945 6.0
539.7570971575478 5221.7158203125 4.8934807777404785 6.0
539.7775313794409 5222.7451171875 4.894133567810059 6.0
539.7979655013332 5224.58544921875 4.894071102142334 6.0
539.8183998227614 5221.95654296875 4.895394802093506 6.0
539.838833943948 5234.009765625 4.894789695739746 6.0
539.8592682649105 5221.0576171875 4.891158580780029 6.0
539.8797024856322 5216.453125 4.8923773765563965 6.0
539.9001366061275 5225.3720703125 4.892318248748779 6.0
539.9205709261587 5222.2939453125 4.892451286315918 6.0
539.9410051461891 5216.4580078125 4.892969608306885 6.0
539.9614392657459 5219.8212890625 4.893195629119873 6.0
539.9818735850786 5224.25048828125 4.893740653991699 6.0
540.0023078041704 5214.88818359375 4.893039226531982 6.0
540.0227419228031 5224.07763671875 4.894540309906006 6.0
540.0431762414373 5227.23828125 4.894280433654785 6.0
540.0636104596051 5228.4267578125 4.894853115081787 6.0
540.0840446775328 5217.3818359375 4.894943714141846 6.0
540.1044788952349 5218.76953125 4.894562244415283 6.0
540.124913112697 5212.4013671875 4.893524646759033 6.0
540.1657815467042 5214.95068359375 4.893892765045166 6.0
540.186215763475 5219.47705078125 4.893922328948975 6.0
540.2066500797737 5227.8671875 4.894657135009766 6.0
540.227084295846 5221.44677734375 4.894467830657959 6.0
540.2475184116774 5216.76904296875 4.894023418426514 6.0
540.2679527272849 5225.47216796875 4.896175861358643 6.0
540.2883869424259 5216.63818359375 4.895997524261475 6.0
540.3088210573333 5214.369140625 4.896141529083252 6.0
540.3292553722349 5218.35693359375 4.895681381225586 6.0
540.3496895866774 5222.4072265625 4.896216869354248 6.0
540.3701237006462 5214.89990234375 4.895313739776611 6.0
540.3905580146238 5220.8720703125 4.895748138427734 6.0
540.4109922283678 5216.09814453125 4.895146369934082 6.0
540.4314263416381 5214.66748046875 4.894029140472412 6.0
540.4518606546844 5217.18798828125 4.89610481262207 6.0
540.4722947674964 5213.22900390625 4.895731449127197 6.0
540.4927290800697 5216.25537109375 4.896398067474365 6.0
540.5131632921839 5222.892578125 4.897199630737305 6.0
540.5335974042973 5217.95556640625 4.89674186706543 6.0
540.5540317159393 5216.55078125 4.895070552825928 6.0
540.574465927355 5217.61083984375 4.895684719085693 6.0
540.5949001385379 5217.05908203125 4.895843982696533 6.0
540.6153343494807 5212.01904296875 4.8963117599487305 6.0
540.6357685601979 5221.51904296875 4.896169185638428 6.0
540.6562027704495 5212.93994140625 4.895749092102051 6.0
540.6766369804609 5225.02587890625 4.897115230560303 6.0
540.6970711902468 5217.8974609375 4.895944595336914 6.0
540.7175053997998 5213.36376953125 4.896998882293701 6.0
540.7379397091136 5210.375 4.896181106567383 6.0
540.7583738179674 5219.2861328125 4.897007942199707 6.0
540.7788081268227 5213.31982421875 4.896083831787109 6.0
540.7992423352043 5211.826171875 4.895425319671631 6.0
540.8196764433596 5213.4794921875 4.896745681762695 6.0
540.8401107512764 5213.46044921875 4.895123481750488 6.0
540.8605449589668 5214.1708984375 4.897132873535156 6.0
540.8809790661908 5215.2490234375 4.89549446105957 6.0
540.9014133731835 5221.4453125 4.897830009460449 6.0
540.9218475799353 5224.07080078125 4.8971428871154785 6.0
540.9422816864608 5211.81591796875 4.897022724151611 6.0
540.9627159927477 5217.53466796875 4.897524356842041 6.0
540.9831501988083 5218.3564453125 4.897166728973389 6.0
541.0035843044025 5207.20263671875 4.897072792053223 6.0
541.0240186097653 5208.7529296875 4.894843101501465 6.0
541.0444528148873 5211.47509765625 4.897841930389404 6.0
541.0648871197845 5206.826171875 4.896744251251221 6.0
541.0853212244401 5211.31201171875 4.8964457511901855 6.0
541.126189632836 5206.005859375 4.895673751831055 6.0
541.1466238365683 5210.021484375 4.895411491394043 6.0
541.1670580400605 5212.91162109375 4.8964691162109375 6.0
541.1874922433271 5211.21484375 4.8959760665893555 6.0
541.2079264461208 5216.49951171875 4.895586967468262 6.0
541.2283606489218 5222.2724609375 4.897108554840088 6.0
541.2487948512571 5217.85498046875 4.895817756652832 6.0
541.2692290533596 5216.1162109375 4.897392749786377 6.0
541.289663255222 5210.236328125 4.895978927612305 6.0
541.3100975568595 5223.0693359375 4.898825168609619 6.0
541.3305316580227 5210.94189453125 4.897177696228027 6.0
541.3509659591946 5211.87109375 4.897460460662842 6.0
541.3714001599001 5220.220703125 4.898230075836182 6.0
541.391834260372 5211.1201171875 4.897754669189453 6.0
541.4122685606053 5205.55322265625 4.897641181945801 6.0
541.4327027603795 5208.66796875 4.8976545333862305 6.0
541.4531368601456 5210.662109375 4.897927284240723 6.0
541.4940053585306 5217.513671875 4.898743152618408 6.0
541.5144394573726 5218.5849609375 4.898568630218506 6.0
541.5348737557433 5209.69873046875 4.897822380065918 6.0
541.5553079541205 5221.4150390625 4.899723529815674 6.0
541.5757421520248 5215.65869140625 4.898690223693848 6.0
541.5961763497035 5219.40283203125 4.898460865020752 6.0
541.6166105471493 5212.3681640625 4.898789882659912 6.0
541.6370447443551 5208.38330078125 4.898849964141846 6.0
541.6779131378498 5206.8837890625 4.898705959320068 6.0
541.698347434125 5211.97802734375 4.899057388305664 6.0
541.7187815301731 5209.68408203125 4.898737907409668 6.0
541.7392157259892 5209.24755859375 4.898847579956055 6.0
541.7596500213331 5211.82568359375 4.898627281188965 6.0
541.7800842166835 5202.23681640625 4.898011207580566 6.0
541.8005183115674 5206.75244140625 4.898565769195557 6.0
541.8209526062128 5200.77001953125 4.8982253074646 6.0
541.8413867006311 5213.5390625 4.898551940917969 6.0
541.8618208948174 5200.1552734375 4.897091388702393 6.0
541.8822551885314 5216.6328125 4.9005126953125 6.0
541.9026892820184 5204.90771484375 4.8975701332092285 6.0
541.9231234752733 5206.10888671875 4.897862911224365 6.0
541.9435577682889 5205.80517578125 4.897514343261719 6.0
541.9639918610774 5220.60791015625 4.899232864379883 6.0
541.9844261534017 5208.7783203125 4.897810459136963 6.0
542.004860345718 5202.87060546875 4.897446632385254 6.0
542.0252944375752 5208.46923828125 4.898268222808838 6.0
542.0457287292011 5210.3916015625 4.8988037109375 6.0
542.0661629205861 5210.89111328125 4.898695945739746 6.0
542.0865970115119 5205.8876953125 4.897988319396973 6.0
542.1070313022065 5207.4384765625 4.898669242858887 6.0
542.127465492893 5213.513671875 4.898103713989258 6.0
542.1683338728835 5213.2109375 4.89807653427124 6.0
542.1887680626387 5213.39306640625 4.899004936218262 6.0
542.2092022519355 5211.431640625 4.898679733276367 6.0
542.229636541233 5214.88232421875 4.899797439575195 6.0
542.2500706300561 5199.875 4.898548603057861 6.0
542.2705049184224 5212.8818359375 4.898663520812988 6.0
542.2909391067806 5208.52001953125 4.898960113525391 6.0
542.3113731946796 5199.3232421875 4.89788818359375 6.0
542.3318074825802 5211.99658203125 4.8996357917785645 6.0
542.3522416700143 5209.8671875 4.899730682373047 6.0
542.3726757569748 5198.5966796875 4.898708343505859 6.0
542.393110043944 5203.67578125 4.89911413192749 6.0
542.4339783169416 5207.2666015625 4.899343490600586 6.0
542.4544126029796 5204.99755859375 4.898716449737549 6.0
542.4748467885511 5201.7587890625 4.898601055145264 6.0
542.4952808741145 5203.97314453125 4.898621559143066 6.0
542.5157151592211 5197.6767578125 4.898139953613281 6.0
542.5361492443262 5209.7978515625 4.900256156921387 6.0
542.5565835289599 5201.74267578125 4.89894437789917 6.0
542.5770177133672 5209.2421875 4.899559497833252 6.0
542.5974517973082 5212.77490234375 4.899479866027832 6.0
542.6178860812433 5203.666015625 4.9000630378723145 6.0
542.6383202647194 5211.1484375 4.8998003005981445 6.0
542.6587544479553 5210.17138671875 4.900010585784912 6.0
542.6791886309657 5202.35693359375 4.899810314178467 6.0
542.6996228135104 5208.08935546875 4.8999762535095215 6.0
